Headlines,Time,Description
"Robotaxis will be available as soon as 2022, self-driving tech supplier Mobileye CEO says",2020-01-10,"Mobileye CEO Amnon Shashua broke down why ""robotaxi is not that far away"" in an interview with ""Mad Money"" host Jim Cramer."
Cramer's week ahead: 'This is a good moment for profit-taking',2020-01-10,"""My suggestion is tread carefully going into earnings season,"" ""Mad Money"" host Jim Cramer said ahead of the first earnings season of 2020."
Cramer's lightning round: Invitae is a winner,2020-01-10,"""Mad Money"" host Jim Cramer gave his thoughts on Regenex, Laredo Petroleum, Invitae and more stocks in Friday's lightning round."
"Alphabet is marching toward the $1 trillion club, but Jim Cramer is skeptical of the move",2020-01-13,"""Mad Money"" host Jim Cramer said he worries that Alphabet, alongside Microsoft, Apple and Facebook, may not hold its recent gains when the company reports earnings."
GlaxoSmithKline CEO expects to get 'at least' six drug approvals from the FDA in 2020,2020-01-13,"GlaxoSmithKline CEO Emma Walmsley told ""Mad Money"" host Jim Cramer the British drugmaker has received ""positive data"" for cancer and HIV drugs."
Cramer's lightning round: IBM's downgrade makes no sense,2020-01-13,"""Mad Money"" host Jim Cramer made buy and sell calls on shares of First Horizon, IBM and more stocks in Monday's lightning round."
"Jim Cramer breaks down the rallies behind Tesla, Beyond Meat and Lululemon",2020-01-13,"""We don't want to be in a situation where stocks keep roaring on the same old, same old information,"" CNBC's Jim Cramer said on ""Mad Money."""
CVS CEO Larry Merlo says 600 remodeled HealthHUBs will be opened by the end of 2020,2020-01-13,"CVS Health expects to open about a dozen remodeled stores per week this year as it revamps its business plan, CEO Larry Merlo told ""Mad Money"" host Jim Cramer."
"Everything Jim Cramer said on 'Mad Money,' including Alphabet valuation, market gains, CVS CEO",2020-01-13,"CNBC's Jim Cramer warned that Alphabet's march toward the $1 trillion valuation mark could be ephemeral. The ""Mad Money"" host sat down for interviews with health care executives."
"The potential market sell-off would be 'a terrible thing to waste' for investors, Jim Cramer says",2020-01-14,"""So many companies [are] doing so well. I'd love to buy them, but at this point only on weakness,"" ""Mad Money"" host Jim Cramer said."
Cramer's lightning round: Dollar General has done a 'fantastic job' mitigating tariffs,2020-01-14,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed."
"Mazor Robotics $1.6 billion acquisition is 'beginning to pay off,' Medtronic CEO says",2020-01-14,"Medtronic's spine business ""had its strongest year, and the robot has played a big role in that,"" CEO Omar Ishrak said in a ""Mad Money"" interview."
Cramer: Wall Street is finally having the reckoning on climate change it needs,2020-01-14,"""Like it or not, sustainability now matters to the stock market,"" CNBC's Jim Cramer said."
"Everything Jim Cramer said on 'Mad Money,' including earnings season, autonomous vehicles",2020-01-14,"""Mad Money"" host Jim Cramer advised investors be read for the next sell-off, sat down with the outgoing CEO of Medtronic and discussed the impact of climate change on investing."
"Everything Jim Cramer said on 'Mad Money,' including trade deal winners, XPO Logistics spinoff",2020-01-15,CNBC's Jim Cramer broke down the biggest beneficiaries of the phase-one trade deal and landed an exclusive with XPO Logistics CEO Bradley Jacobs about the company's potential spinoff.
XPO Logistics CEO is open to spinning off up to four business units,2020-01-15,"XPO Logistics CEO Bradley Jacobs told ""Mad Money"" host Jim Cramer the company is looking to unlock value by breaking up the company. The less-than-truckload shipping business is off the table."
"Cramer: From cancer treatment to retail, personalization has become a business 'necessity'",2020-01-15,"""If your business isn't personalizing and the other guy is, you're gonna get eaten alive,"" CNBC's Jim Cramer said on ""Mad Money."""
How Moderna is using Amazon cloud to produce personalized cancer vaccines,2020-01-15,"Moderna CEO Stephane Bancel said the biotech company is using the ""software of life"" to develop treatments for diseases."
Jim Cramer on stocks to buy on trade deal: 'FedEx can make a comeback',2020-01-15,"""If the stocks of any of these companies with new access to China get hit, I think you need to be a buyer into weakness,"" the ""Mad Money"" host said."
Apple may be the first company to hit $2 trillion market cap by 2021: Investor,2020-01-15,"Investors should ""aggressively own these names"" as they head into 2021, says Wedbush Securities' Daniel Ives, who explains why top tech companies like Apple and Amazon have his attention as an investor."
"Microsoft's plan to be carbon negative by 2030 'is not greenwash,' Jim Cramer says",2020-01-16,"""Whether or not Microsoft can save the environment, what matters is that they're making the attempt and the stock wasn't punished for it at all,"" the ""Mad Money"" host said."
Capitalism is 'in jeopardy' if business does not act on climate change: Microsoft CEO Satya Nadella,2020-01-16,"""Profitable is the key word, but problems is the other key word for people and planet,"" Microsoft CEO Satya Nadella told ""Mad Money"" host Jim Cramer."
Cramer's lightning round: Inogen is 'in the penalty box',2020-01-16,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed."
"FDA-backed CBD drug brings in $296 million in 'incredible launch year,' GW Pharma CEO says",2020-01-16,"""It's an incredible launch year for any medication [that] I think proves that this kind of medicine is really making a difference to patients,"" GW Pharma CEO Justin Gover told CNBC's Jim Cramer."
Cramer: Morgan Stanley's call on Micron just saved stocks from trade fears,2020-01-16,"Jim Cramer doubles down on his ""cloud thesis"" after Morgan Stanley analysts issue a positive note on semiconductor demand."
Cramer Remix: Why technical charts should matter to every investor,2020-01-17,Jim Cramer shares the top lessons he learned from useful  Eand sometimes scary  Estock charts.
Jim Cramer on how to use charts to detect a phony rally on Wall Street,2020-01-17,Jim Cramer explains why a technical eye is crucial to getting ahead of professional money managers.
Cramer's guide to finding bulletproof stocks using charts,2020-01-17,Jim Cramer shares how he uses charts to pinpoint the best time to buy or sell a given stock.
Cramer shares the unusual signs that mean a stock is ready to explode,2020-01-17,Jim Cramer flags one chart pattern that can tell you a stock is ready to skyrocket.
Cramer unveils the scariest pattern in the chart book,2020-01-17,Jim Cramer learned the hard way  Ehere's his lesson on the key signals that mean it's time to sell.
"Everything Jim Cramer said on 'Mad Money,' including coronavirus, Costco CEO, market valuations",2020-01-21,"CNBC's Jim Cramer broke down how the newly discovered coronavirus could impact the stock market, got a read on Costco's business model and explained five things that can help the market sustain its high levels."
Cramer: The 5 things that need to happen for the stock market to sustain current levels,2020-01-21,CNBC's Jim Cramer made a list of 5 things to watch for in order to determine whether the stock market is overvalued.
"Everything Jim Cramer said on 'Mad Money,' including Microsoft sustainability, GW Pharma CBD sales",2020-01-21,CNBC's Jim Cramer broke down why capitalism is becoming more eco-friendly and sat down with the CEOs of Microsoft and GW Pharma.
"Coronavirus may induce a chance to 'buy unrelated stocks at a discount,' Jim Cramer says",2020-01-21,"CNBC's Jim Cramer said, ""If the whole market sells off on the coronavirus tomorrow, that might be your chance to pick up some high-quality stocks into weakness."""
"Special dividend for shareholders is always on the table, Costco CEO says",2020-01-21,"Oppenheimer upgraded Costco's stock on Tuesday. In a ""Mad Money"" interview, Costco CEO Craig Jelinek said ""we'll always look at"" paying a special dividend."
Jim Cramer lays out three stocks worth buying with the market at highs,2020-01-22,"""Mad Money"" host Jim Cramer says Apple, Netflix and IBM make ""me a believer. It's why I don't want to leave this market ... even as I'd often like to try."""
Cramer's lightning round: Danaher continues to rally and it's not done,2020-01-22,"""Mad Money"" host Jim Cramer gave his opinion on the stocks of Six Flags, Danaher, Chimera Investment and more equities."
"Jim Cramer calls Tesla a 'tech company,' says 2020 is its 'breakout year'",2020-01-22,"""Tesla's not really a car company, it's a tech company on wheels. That's what keeps confusing people,"" ""Mad Money"" host Jim Cramer said after the stock raced past the $100 billion valuation mark."
"Everything Jim Cramer said on 'Mad Money,' including stocks worth buying, Tesla is 'tech'",2020-01-22,"""Mad Money"" host Jim Cramer broke down why Apple, IBM and Netflix are worth buying at current levels. He defined Tesla as a tech company, not a car company."
Cramer's lightning round: Nokia is a 'decent spec' at $4,2020-01-22,"""Mad Money"" host Jim Cramer gave his answers to callers' stock questions at rapid speed."
"Everything Jim Cramer said on 'Mad Money,' including GE's prospects, GrubHub CEO, Snap's upside",2020-01-23,"""Mad Money"" host Jim Cramer says GE's performances hinges on Boeing, sits down with GrubHub CEO Matt Maloney and gets bullish on Snap."
